,Title,Desc,Type,BodyPart,Equipment,Level
2069,Narrow-stance leg press,the narrow stance leg press is a machine based exercise that targets the muscles of the legs it emphasizes the quads particularly the muscles of the outer quads and hips it is often used as an accessory for squats or as a muscle building movement during lower body training when it is usually performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2071,Stairmaster,the stair climber is a popular cardio machine found in most commercial gyms along with burning a ton of calories the stair climber also helps build strength in the lower body especially the glutes it can work well at higher speeds for interval style conditioning training but also works well at slower paces for steady state cardio ,Cardio,Quadriceps,Machine,Intermediate
2073,Smith machine back squat,the smith machine back squat is a machine based exercise targeting the muscles of the lower body the smith machine mimics a barbell but provides more stability this movement can be programmed in low reps for strength or higher reps for muscle and strength endurance it is often performed for moderate to high reps such as 8 12 reps per set or more as part of a full body or lower body workout ,Strength,Quadriceps,Machine,Intermediate
2074,Leg Extensions,the leg extension is an isolation exercise for the quads ,Strength,Quadriceps,Machine,Intermediate
2075,Treadmill running,treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms performing this exercise on a treadmill allows you to adjust the speed of your running and depending on the machine perform it on an adjustable incline many machines also have built in heart rate monitors and timers to help you track your progress ,Cardio,Quadriceps,Machine,Intermediate
2076,Stationary bike,the stationary bike is a popular cardio machine found in most commercial gyms along with burning a ton of calories the stationary bike also helps develop the lower body stationary bikes come in multiple variations ranging from ones that resemble riding a bike to recumbent bikes to fan bikes that work both the arms and the legs no matter the variation a stationary bike can work well at higher speeds for interval style conditioning training but also works well at slower paces for steady state cardio ,Cardio,Quadriceps,Machine,Intermediate
2077,Treadmill jogging,treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms performing this exercise on a treadmill allows you to adjust the speed of your jogging and depending on the machine perform it on an adjustable incline many machines also have built in heart rate monitors and timers to help you track your progress ,Cardio,Quadriceps,Machine,Intermediate
2079,Smith machine leg press,the smith machine leg press is a machine based movement that targets the quads glutes and hamstrings it can serve as a substitute for the leg press or be programmed similarly to the leg press it is usually performed for moderate to high reps such as 8 12 reps per set or more as part of lower body training if your smith machine has safety bars set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling ,Strength,Quadriceps,Machine,Intermediate
2081,Seated Leg Press,the seated leg press is a lower body exercise that targets the quads adductors glutes and hamstrings ,Strength,Quadriceps,Machine,Intermediate
2082,Smith machine pistol squat,the smith machine pistol squat is a machine based exercise that targets the quads glutes and hamstrings it is similar in form to a pistol squat but is performed with a bar on the shoulders this adds extra resistance but also eliminates some of the balance challenge of single leg squats this squat variation can be performed in low reps for strength or for higher reps for muscle gain ,Strength,Quadriceps,Machine,Intermediate
2084,Leg press-,the leg press is a machine exercise targeting the leg muscles including the quads glutes and hamstrings it s a favorite among lifters who prefer the seated position to standing with a load on the spine the leg press is often used as an accessory for squats or deadlifts but can also be the main lower body movement in a workout it is often performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2085,TBS Hack Squat,the hack squat is a machine based exercise that targets the muscles of the legs particularly the quadriceps it is often used as an accessory for squats but can also be the main lower body movement in a workout it is often performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2086,Leg Extensions - Gethin Variation,the leg extension is an isolation exercise for the quads ,Strength,Quadriceps,Machine,Intermediate
2087,Seated leg press-,the seated leg press is a machine based exercise that targets the quads glutes and hamstrings it is similar in many ways to larger leg press machines but often utilizes a selectorized weight stack rather than plate loading leg press variations are often used as an accessory for squats or deadlifts but can also be the main lower body movement in a workout this movement is often performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2088,Smith machine front squat,the smith machine front squat is a machine based exercise targeting the muscles of the lower body the smith machine mimics a barbell but provides more stability this movement can be programmed in low reps for strength or higher reps for muscle and strength endurance it is often performed for moderate to high reps such as 8 12 reps per set or more as part of a full body or lower body workout ,Strength,Quadriceps,Machine,Intermediate
2090,Single-leg hack squat,the single leg hack squat is a lower body exercise mainly targeting the quads performed one side at a time per set it is often used as an accessory for squats or as a muscle building movement during lower body training and is usually performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2091,Narrow-stance hack squat,the narrow stance hack squat is a machine based exercise that targets the muscles of the legs particularly the quadriceps it is often used as an accessory for squats or as a muscle building movement during lower body training and is usually performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2093,Stiff-Legged Deadlift - Gethin Variation,the barbell stiff legged deadlift targets the hamstrings glutes lower and upper back as well as the core it is a popular accessory movement for the deadlift but also a muscle building hamstring movement ,Strength,Quadriceps,Machine,Intermediate
2094,Single-Leg Press - Gethin Variation,the single leg leg press is an exercise targeting the quadriceps one leg at a time many lifters prefer the leg press to squatting for several reasons including the perception that it s safer for the spine ,Strength,Quadriceps,Machine,Intermediate
2095,Hack squat-,the hack squat is a machine based exercise that targets the muscles of the legs particularly the quadriceps it is often used as an accessory for squats but can also be the main lower body movement in a workout it is often performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2096,Smith machine lunge squat,the smith machine lunge squat is an exercise targeting the quads glutes and hamstrings using added weight allows you to overload the exercise beyond body weight and perform the movement in strength ranges the smith machine mimics a barbell but provides more stability ,Strength,Quadriceps,Machine,Intermediate
2097,Hack Squat - Gethin Variation,the hack squat is a machine based exercise that targets the muscles of the legs particularly the quadriceps it is often used as an accessory for squats but can also be the main lower body movement in a workout it is often performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Expert
2098,Leg Press - Gethin Variation,the leg press is a machine exercise targeting the quadriceps it s favorite among lifters who prefer the seated position to standing with a load on the spine ,Strength,Quadriceps,Machine,Intermediate
2099,AM Leg Press,the leg press is a machine exercise targeting the quadriceps it s favorite among lifters who prefer the seated position to standing with a load on the spine ,Strength,Quadriceps,Machine,Intermediate
2100,Leg extension,the leg extension is a popular machine based exercise for the legs particularly the quadriceps it is usually performed for moderate to high reps such as 8 12 reps per set or more as part of a leg pre exhaust or as a muscle building movement for lower body training ,Strength,Quadriceps,Machine,Intermediate
2101,UP Quad Extension,the leg extension is an isolation exercise for the quads ,Strength,Quadriceps,Machine,Intermediate
2102,UP Single-Leg Press,the single leg leg press is an exercise targeting the quadriceps one leg at a time many lifters prefer the leg press to squatting for several reasons including the perception that it s safer for the spine ,Strength,Quadriceps,Machine,Intermediate
2103,UP Leg Press,the leg press is a machine exercise targeting the quadriceps it s favorite among lifters who prefer the seated position to standing with a load on the spine ,Strength,Quadriceps,Machine,Intermediate
2105,King Maker Leg Press,the leg press is a machine exercise targeting the quadriceps it s favorite among lifters who prefer the seated position to standing with a load on the spine ,Strength,Quadriceps,Machine,Intermediate
2106,Single-leg leg press,the single leg leg press is a machine exercise targeting the leg muscles including the quads glutes and hamstrings the leg press is often used as an accessory for squats or deadlifts but can also be the main lower body movement in a workout it is often performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2107,King Maker Hack Squat,the hack squat is a machine based exercise that targets the muscles of the legs particularly the quadriceps it is often used as an accessory for squats but can also be the main lower body movement in a workout it is often performed for moderate to high reps such as 8 12 reps per set or more ,Strength,Quadriceps,Machine,Intermediate
2118,Jumping rope,jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to crossfit athletes it targets many different muscles including the calves glutes shoulders and upper back and is great for everything from fat loss to improving overall athletic performance ,Cardio,Quadriceps,Body Only,Intermediate
2119,Forward lunge,the forward lunge is a lower body bodyweight exercise targeting the quads glutes and hamstrings it can also be performed holding dumbbells or other weights the forward lunge places more emphasis on the quads than other lunge variations it can be performed for time or reps in the lower body portion of any workout ,Strength,Quadriceps,Body Only,Intermediate
2120,Side-to-side box skip,the side to side box skip is an explosive lower body exercise that involves jumping laterally over a bench or box landing with one foot on top of the surface and then switching positions it primarily targets the muscles of the lower body but is also a serious cardiovascular challenge it is often performed for high reps or for time as part of a fat loss or athleticism focused workout or circuit ,Plyometrics,Quadriceps,Body Only,Intermediate
2121,Bodyweight squat,the bodyweight squat is a fundamental exercise that strengthens the quads glutes and hamstrings it can be performed as part of a dynamic warm up for time or reps during a workout or for hip and spine mobility any time ,Strength,Quadriceps,Body Only,Intermediate
2122,Broad jump,the broad jump is an explosive lower body exercise it is a common way to measure explosive hip and lower body strength in athletes the more explosive you are the farther you ll be able to jump ,Plyometrics,Quadriceps,Body Only,Intermediate
2123,Burpee,the burpee is a high intensity exercise that recruits the entire body to build strength and aerobic capacity it is common in crossfit workouts and group fitness classes but can also be performed for time or reps in any fat loss or athleticism focused circuit or workout ,Cardio,Quadriceps,Body Only,Intermediate
2125,Scissors Jump,the alternating lunge jump is an explosive bodyweight exercise that targets the lower body muscles including the quads glutes and hamstrings it can be performed for time or reps in power training and is also effective in any fat loss or athleticism focused workout ,Plyometrics,Quadriceps,Body Only,Expert
2126,Jumping jack-,the jumping jack is a classic calisthenics exercise to improve overall conditioning it s one the most recognizable exercises on the planet and it s almost synonymous with training for military recruits it can be done for time or reps often in dynamic warm ups or to mobilize the hips and shoulders ,Plyometrics,Quadriceps,Body Only,Intermediate
2127,Arms-crossed jump squat,the arms crossed jump squat is an explosive version of the jump squat crossing your arms eliminates any extra power that could come from swinging your arms making the movement extra strict and challenging for the lower body it can be performed for time or reps and is especially effective in a fat loss or athleticism focused circuit or workout ,Strength,Quadriceps,Body Only,Intermediate
2128,Bodyweight Reverse Lunge,the reverse lunge is a lower body exercise targeting the quads glutes and hamstrings the reverse lunge places more emphasis on the glutes than other lunge variations ,Strength,Quadriceps,Body Only,Intermediate
2130,Treadmill walking,treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms performing this exercise on a treadmill allows you to adjust the speed of your walking and depending on the machine perform it on an adjustable incline many machines also have built in heart rate monitors and timers to help you track your progress ,Cardio,Quadriceps,Body Only,Intermediate
2132,Depth jump box jump,the depth jump box jump is a plyometric exercise that entails jumping off one box dropping into a squat and then jumping up onto another box these are all performed fluidly to complete one rep depth jumps have been a staple of high level athletic programming for decades they are usually performed for low reps with a focus on power and technique if they hurt your knees or back consider performing box jumps or squat jumps instead ,Plyometrics,Quadriceps,Body Only,Intermediate
2133,Bodyweight Walking Lunge,the walking lunge is a lower body exercise that targets the glutes quads and hamstrings while challenging stability and balance it can be performed for reps time or distance in the lower body portion of any workout ,Strength,Quadriceps,Body Only,Intermediate
2135,Lateral lunge,the lateral lunge is a lower body bodyweight movement that works the quads glutes and hamstrings it can also be performed holding dumbbells or other weights it is often performed for reps as part of a dynamic warm up or mobility routine but can also work in a circuit or other workouts ,Strength,Quadriceps,Body Only,Intermediate
2136,Jump Squat,the jump squat is an explosive bodyweight exercise targeting the quads hamstrings and glutes it is also a serious cardiovascular challenge when done for reps it can be performed as a power exercise to build jumping power or in any fat loss or athleticism focused workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2137,Over bench jump,the over bench jump is a plyometric exercise requiring only a weight bench to perform it improves jumping ability and athleticism while burning a lot of calories ,Plyometrics,Quadriceps,Body Only,Intermediate
2138,Split Jump,the alternating lunge jump is an explosive bodyweight exercise that targets the lower body muscles including the quads glutes and hamstrings it can be performed for time or reps in power training and is also effective in any fat loss or athleticism focused workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2139,90-degree jump squat,the 90 degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body including the quads glutes and hamstrings as well as the cardiovascular system it can be performed for time or reps usually in a fat loss or athleticism focused circuit workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2140,Skip,the skip is an exercise that builds power and explosiveness in the legs it s commonly performed by children and in gym classes but is also great for working the legs and hip flexors making it a favorite warm up for athletes who need to explode vertically ,Plyometrics,Quadriceps,Body Only,Intermediate
2141,Kneeling hip flexor stretch,the kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips it targets a chronically tight muscle group and is often performed as part of a dynamic warm up a cool down or as recovery work after training ,Stretching,Quadriceps,Body Only,Intermediate
2144,Lying quad stretch with band,the lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body it is common in stretching and yoga classes but can also be performed individually as part of a warm up paired with movements in a workout or as part of a cool down or recovery strategy ,Stretching,Quadriceps,Body Only,Intermediate
2152,Thigh killa,the thigh killa is a challenging lower body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats it can be performed for time or reps usually in a circuit workout or as a lower body finisher ,Strength,Quadriceps,Body Only,Intermediate
2153,Southpaw sprawl,the southpaw sprawl is a full body movement that combines elements of a single arm plank and a sprawl it also has a rotational component with a jumping leg cross and torso twist in a single arm plank position it is a challenging move that trains balance core strength and many muscle groups making it work well in a time efficient bodyweight circuit workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2156,Wall squat,the wall squat is a bodyweight exercise targeting the quadriceps as well as other muscles in the lower body and core the lifter s back is flat against a wall and the back slides down and up the wall during each rep if you don t have a smooth wall to slide on the exercise can also be performed with an exercise ball between the back and the wall ,Strength,Quadriceps,Body Only,Intermediate
2158,Sprawl frog kick,the sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body it is similar to a traditional sprawl but with an extra hop in the middle of each rep it can be performed for time or reps in any fat loss or athleticism focused circuit or workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2161,Pop squat,the pop squat is an explosive bodyweight exercise that targets the lower body muscles including the quads glutes and hamstrings it is similar to a jump squat but alternates between a narrow and wide stance with each jump it can be performed for time or reps in power training and is also effective in any fat loss or athleticism focused workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2163,Side Lunge Touching Heel,the side lunge cross body heel touch is a lower body exercise targeting the quads glutes and hamstrings the heel touch adds a slight rotational challenge ,Strength,Quadriceps,Body Only,Intermediate
2166,Single-leg box squat,the single leg box squat is a bodyweight exercise that targets the muscles of the lower body including the quads glutes and hamstrings it is similar in form to a pistol squat except that you sit to a box this allows you to customize the depth of the movement to your movement abilities and mobility level for this reason the single leg box squat is a popular movement for building leg strength in beginning trainees it can be performed in lower strength focused rep ranges such as 5 8 reps per leg or for higher reps for muscle building ,Strength,Quadriceps,Body Only,Intermediate
2172,Jump lunge heel kick,the jump lunge heel kick is a high intensity full body exercise targeting the quads glutes and hamstrings it combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance it can be performed for time or reps as part of a fat loss or athleticism focused circuit or workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2173,Burpee box jump,the burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step first you perform a traditional burpee and then instead of jumping into the air you jump onto a box this makes you focus on power generation in the jump making each rep more challenging burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts ,Plyometrics,Quadriceps,Body Only,Intermediate
2176,High knees,high knees is a full body cardio based exercise with an emphasis on the lower body it is often performed for reps or time as part of a dynamic warm up ,Cardio,Quadriceps,Body Only,Intermediate
2177,Jumping Jack,the jumping jack is a classic calisthenics exercise to improve overall conditioning it s one the most recognizable exercises on the planet and it s almost synonymous with training for military recruits it can be done for time or reps often in dynamic warm ups or to mobilize the hips and shoulders ,Cardio,Quadriceps,Body Only,Intermediate
2179,Running lunge,the running lunge is a dynamic exercise that targets the lower body it combines elements of a reverse lunge with a step up in that the front leg fully extends and the rear leg flexes up in front of the body it targets a wide range of muscles in the lower body including the quads glutes and hamstrings it can be performed for time or reps in any lower body workout or in a fat loss or athleticism focused circuit ,Plyometrics,Quadriceps,Body Only,Intermediate
2180,In-out jump squat,the in out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats it targets the lower body muscles including the quads glutes adductors and hamstrings and also provides a serious cardiovascular challenge it can be performed for time or reps and is especially effective in a fat loss or athleticism focused circuit or workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2181,Gorilla squat,the gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat it could also be performed with dumbbells kettlebells or other weights it targets most of the muscles of the lower body including the quads glutes and hamstrings it can be performed for time or reps in the lower body portion of any workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2182,Burpee tuck jump,the burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep it can be performed for time or reps in any fat loss or athleticism focused circuit or workout ,Plyometrics,Quadriceps,Body Only,Intermediate
2183,Speed skater,the speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg then touching the ground it challenges the lower body muscles including the quads hips and glutes and the cardiovascular system while training lateral movement ,Plyometrics,Quadriceps,Body Only,Intermediate
2184,Jumping knee up-down,the jumping knee up down is an explosive bodyweight movement that consists of a knee up down followed by a jump squat it targets the muscles of the lower body including the quads glutes and hamstrings but is also a challenging power and conditioning exercise ,Plyometrics,Quadriceps,Body Only,Intermediate
2187,Alternating standing knee-pull stretch,the alternating standing knee pull stretch targets range of motion in the hips hamstrings and lower back it s a common movement in dynamic warm ups for athletics or lower body training but can also be used to limber up for activity anytime ,Stretching,Quadriceps,Body Only,Intermediate
2188,Seal jack,the seal jack is a variation on the jumping jack one the most common calisthenic exercises on the planet the difference between this movement and the jumping jack has to do with the arm motion instead of the arms coming together overhead they come together in front of the body like a seal clapping its fins ,Strength,Quadriceps,Body Only,Intermediate
2189,Kneeling quad thoracic stretch,the kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine it is commonly included in dynamic warm ups or cool downs but can also be performed as full body mobility work any time ,Strength,Quadriceps,Body Only,Intermediate
2190,Single-Leg Squat With Knee Tap,the single leg knee tap squat is a single leg squat variation that involves floating the back leg over the ground on the descent until touching just the knee to the ground or a pad it is similar to a lunge but without touching the back foot to the ground it is an intense strength and coordination challenge that can work in any strength or athleticism focused workout ,Strength,Quadriceps,Body Only,Expert
2191,Shuttle run,the shuttle run is an athletic conditioning drill that s great for developing speed and power as well as changing direction it s a favorite of football and basketball players but it can also be great conditioning work for lifters and athletes of all ability levels ,Cardio,Quadriceps,Body Only,Intermediate
2192,Squat Isometric Hold,the hack squat is a machine based exercise that targets the muscles of the legs particularly the quadriceps it is often used as an accessory for squats but can also be the main lower body movement in a workout it is often performed for moderate to high reps such as 8 12 reps per set or more ,Plyometrics,Quadriceps,Body Only,Expert
2193,Wall sit,the wall sit is an exercise targeting the quadriceps and core muscle it involves descending into a squat position while leaning against a wall then holding that position for a predetermined length of time it s a classic leg endurance building exercise for basketball players and gymnasts ,Strength,Quadriceps,Body Only,Intermediate
2194,Walking lunge with hip extension,the walking lunge with hip extension is a combination of two movements both targeting the lower body the added hip extension places more of an emphasis on the glutes it is a great inclusion in a dynamic warm up for the lower body but can also be performed for time or reps in any workout ,Strength,Quadriceps,Body Only,Intermediate
2195,Squat with alternating side leg raise,the squat with alternating side leg raise is a bodyweight version of the squat but with a lateral leg lift to add extra focus to the abductor muscles it can be performed for time or for reps as part of a dynamic warm up for the lower body or in any lower body portion of a workout ,Strength,Quadriceps,Body Only,Intermediate
2196,Lateral Squats,the lateral lunge is a lower body bodyweight movement that works the quads glutes and hamstrings it can also be performed holding dumbbells or other weights it is often performed for reps as part of a dynamic warm up or mobility routine but can also work in a circuit or other workouts ,Strength,Quadriceps,Body Only,Intermediate
2197,Walking lunge with twist,the walking lunge with twist is an exercise that targets the lower body and the obliques the twist not only works the obliques it also opens up the thoracic spine it is a great inclusion in a dynamic warm up for a lower body or full body workout but can also be performed for time or reps in any workout ,Strength,Quadriceps,Body Only,Intermediate
2200,FYR Air Squat,the bodyweight squat is a fundamental exercise that strengthens the quads glutes and hamstrings it can be performed as part of a dynamic warm up for time or reps during a workout or for hip and spine mobility any time ,Strength,Quadriceps,Body Only,Intermediate
2201,FYR Tuck Jump,the tuck jump is a vertical jump an explosive lower body exercise that is a common way to measure explosive hip and lower body strength in athletes the more explosive you are the higher you ll be able to jump ,Strength,Quadriceps,Body Only,Intermediate
2202,Push-up sprawl tuck jump,the push up sprawl tuck jump is an explosive bodyweight sequence that combines three movements the push up the sprawl and the tuck jump it is similar to a burpee but with a tuck jump at the top it can be performed for time or reps in any fat loss or athleticism focused circuit or workout ,Strength,Quadriceps,Body Only,Intermediate
2203,FYR Running Lunge,the running lunge is a dynamic exercise that targets the lower body it combines elements of a reverse lunge with a step up in that the front leg fully extends and the rear leg flexes up in front of the body it targets a wide range of muscles in the lower body including the quads glutes and hamstrings it can be performed for time or reps in any lower body workout or in a fat loss or athleticism focused circuit ,Strength,Quadriceps,Body Only,Intermediate
2204,FYR Jumping Lunge,the alternating lunge jump is an explosive bodyweight exercise that targets the lower body muscles including the quads glutes and hamstrings it can be performed for time or reps in power training and is also effective in any fat loss or athleticism focused workout ,Strength,Quadriceps,Body Only,Intermediate
2205,FYR Sprawl Frog Kick,the sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body it is similar to a traditional sprawl but with an extra hop in the middle of each rep it can be performed for time or reps in any fat loss or athleticism focused circuit or workout ,Strength,Quadriceps,Body Only,Intermediate
2206,Jump squat-,the jump squat is an explosive bodyweight exercise targeting the quads hamstrings and glutes it is also a serious cardiovascular challenge when done for reps it can be performed as a power exercise to build jumping power or in any fat loss or athleticism focused workout ,Strength,Quadriceps,Body Only,Intermediate
2208,Single-leg burpee,the single leg burpee is an advanced variation of the burpee exercise that involves performing all parts of the sequence with one leg at a time it is usually performed alternating legs with each rep but could be performed one side at a time performing one leg at a time increases the challenge to all parts of the body especially the working leg core and shoulders ,Strength,Quadriceps,Body Only,Intermediate
2209,FYR Gorilla Squat,the gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat it could also be performed with dumbbells kettlebells or other weights it targets most of the muscles of the lower body including the quads glutes and hamstrings it can be performed for time or reps in the lower body portion of any workout ,Strength,Quadriceps,Body Only,Intermediate
2210,Banded compass jump squat,the banded compass jump squat is an explosive squat variation performed with a band around the thighs just above the knees this increases muscle activation in the hips and glutes while the squat targets the quads hamstrings and glutes the landing for each jump is a 90 degree rotation from the starting position the banded compass jump squat can be performed for low reps as a power focused exercise or for higher reps to build muscle in the lower body challenge conditioning and burn fat ,Strength,Quadriceps,Body Only,Intermediate
2211,In-out sprawl,the in out sprawl is a full body movement that combines elements of a plank and a sprawl it demands an explosive full body jump from a plank position it is a challenging move that trains balance core strength and many muscle groups making it work well in a time efficient bodyweight circuit workout ,Strength,Quadriceps,Body Only,Intermediate
2212,Knee-tuck kick-up,the knee tuck kick up is a bodyweight movement that targets the muscles of the abs the rectus abdominis or six pack muscles in particular it can be performed for time or reps in the ab focused portion of any workout ,Strength,Quadriceps,Body Only,Intermediate
2213,Bear crawl donkey kick,the bear crawl donkey kick is a more advanced version of the bear crawl exercise that adds a donkey kick it adds an extra coordination and shoulder challenge to an already intense full body movement that targets the cardiovascular system as well as a wide range of muscle groups the shoulders core and legs in particular it can be done as a full body warm up in short bursts for power or circuit training or for longer durations as cardiovascular conditioning ,Strength,Quadriceps,Body Only,Intermediate
2214,Southpaw sprawl with push-up,the southpaw sprawl with push up is a full body movement that combines elements of a plank and a sprawl with the addition of a push up it also has a rotational component with a jumping leg cross and torso twist in a straight arm plank position it is a challenging move that trains balance core strength and many muscle groups making it work well in a time efficient bodyweight circuit workout ,Strength,Quadriceps,Body Only,Intermediate
2215,Bouncing lunge,the bouncing lunge is a bodyweight movement targeting the quads it can be performed either for time or reps and is often included as part of a fat loss or athleticism focused circuit workout ,Strength,Quadriceps,Body Only,Intermediate
2216,Bodyweight Squat - Gethin Variation,the bodyweight squat is a fundamental exercise that strengthens the quads glutes and hamstrings it can be performed as part of a dynamic warm up for time or reps during a workout or for hip and spine mobility any time ,Strength,Quadriceps,Body Only,Intermediate
2217,FYR Alternating Lunge,the forward lunge is a lower body bodyweight exercise targeting the quads glutes and hamstrings it can also be performed holding dumbbells or other weights the forward lunge places more emphasis on the quads than other lunge variations it can be performed for time or reps in the lower body portion of any workout ,Strength,Quadriceps,Body Only,Intermediate
2218,Bodyweight Walking Lunge - Gethin Variation,the walking lunge is a lower body exercise that targets the glutes quads and hamstrings while challenging stability and balance it can be performed for reps time or distance in the lower body portion of any workout ,Strength,Quadriceps,Body Only,Intermediate
2266,AM Jump Squat,the jump squat is an explosive bodyweight exercise targeting the quads hamstrings and glutes it is also a serious cardiovascular challenge when done for reps it can be performed as a power exercise to build jumping power or in any fat loss or athleticism focused workout ,Strength,Quadriceps,Body Only,Intermediate
2267,AM Bodyweight Squat,the bodyweight squat is a fundamental exercise that strengthens the quads glutes and hamstrings it can be performed as part of a dynamic warm up for time or reps during a workout or for hip and spine mobility any time ,Strength,Quadriceps,Body Only,Intermediate
2268,High knees sprawl drill,the high knees sprawl drill is a full body cardio and strength focused exercise it can be performed for reps or time in a fast paced circuit or other workout ,Strength,Quadriceps,Body Only,Intermediate
2269,UP Bulgarian Split Squat,the dumbbell bulgaria split squat is a single leg exercise targeting the quads glutes and hamstrings ,Strength,Quadriceps,Body Only,Intermediate
2370,Bootstrapper squat,the bootstrapper squat is a movement that improves mobility muscular strength and flexibility in the hips and hamstrings it is usually performed as part of a dynamic warm up for the lower body to mobilize the hips and improve squat form ,Strength,Quadriceps,Body Only,Intermediate
2371,Total Fitness Broad Jump,the broad jump is an explosive lower body exercise it is a common way to measure explosive hip and lower body strength in athletes the more explosive you are the farther you ll be able to jump ,Strength,Quadriceps,Body Only,Intermediate
2372,Total Fitness Lateral Lunge,the lateral lunge is a lower body bodyweight movement that works the quads glutes and hamstrings it can also be performed holding dumbbells or other weights it is often performed for reps as part of a dynamic warm up or mobility routine but can also work in a circuit or other workouts ,Strength,Quadriceps,Body Only,Intermediate
2373,Lateral shuffle,the lateral shuffle is a common exercise in sports training and gym classes it involves taking steps to one side and then steps to the other side it can be performed as part of a circuit for athletes of any level but is also a great movement for beginners ,Strength,Quadriceps,Body Only,Intermediate
2374,Total Fitness Skip,the skip is an exercise that builds power and explosiveness in the legs it s commonly performed by children and in gym classes but is also great for working the legs and hip flexors making it a favorite warm up for athletes who need to explode vertically ,Strength,Quadriceps,Body Only,Intermediate
2375,Total Fitness Spider Lunge,the spider lunge stretch is a lower body stretch targeting the hips groin and quads it can be part of a dynamic warm up or mobility work performed anytime ,Strength,Quadriceps,Body Only,Intermediate
2376,Spider lunge stretch,the spider lunge stretch is a lower body stretch targeting the hips groin and quads it can be part of a dynamic warm up or mobility work performed anytime ,Strength,Quadriceps,Body Only,Intermediate
2377,Spider lunge with T-rotation,the spider lunge with t rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region it is a great movement to include in a dynamic warm up or as mobility work anytime ,Strength,Quadriceps,Body Only,Intermediate
2378,Standing quad stretch,the standing quad stretch is a simple exercise designed to stretch the quadriceps the big muscles that cover most of the thighs this is a static stretch meaning it s usually performed by holding the stretched position for a certain length of time ,Strength,Quadriceps,Body Only,Intermediate
2379,Vertical jump,the vertical jump is an explosive lower body exercise that is a common way to measure explosive hip and lower body strength in athletes the more explosive you are the higher you ll be able to jump ,Strength,Quadriceps,Body Only,Intermediate
2380,King Maker Burpee,the burpee is a high intensity exercise that recruits the entire body to build strength and aerobic capacity it is common in crossfit workouts and group fitness classes but can also be performed for time or reps in any fat loss or athleticism focused circuit or workout ,Strength,Quadriceps,Body Only,Intermediate
2381,King Maker Explosive High Jump,the tuck jump is a vertical jump an explosive lower body exercise that is a common way to measure explosive hip and lower body strength in athletes the more explosive you are the higher you ll be able to jump ,Strength,Quadriceps,Body Only,Intermediate
2403,Lunge high-knee clap,the lunge high knee clap is a full body cardio based exercise with emphasis on the lower body it includes a clap under the front leg to make the movement more powerful and strict it can be performed either for time or reps and is a great inclusion in a fat loss or athleticism focused circuit workout ,Strength,Quadriceps,Body Only,Intermediate
